1253772899732860929,aguslabella,"A veces odio la cuarentena porque soy una persona muy afectiva, y cuando hablo con mis amigas/os tengo ganas de ir a darles un abrazo, sentarnos juntos a charlar, tomar mate, decir “llevo algo para comer vos pone la pava”. Pequeños momentos que ahora tienen un gran peso y valor",2020-04-24 19:48:47,AR,Argentina,América,es
1253772940681842689,RCWoodson1,In what context are we to read this? #lockdownextension #CoronaCrisis #coronavirus https://t.co/IpQnCkiUvQ,2020-04-24 19:48:57,US,Estados Unidos,América,en
1253772955131273217,neeleystark1,Can they make another Phineas and Ferb season but quarantine edition. They’d know what to do.,2020-04-24 19:49:01,US,Estados Unidos,América,en
1253773025025175553,GenoEu,Maryland coronavirus updates for April 24: Hogan outlines reopening plan; former Loyola Blakefield administrator dies of the coronavirus https://t.co/Bs0UlcVHVm,2020-04-24 19:49:17,US,Estados Unidos,América,en
1253773037083688960,licalelibenson,"Comparto la entrevista que me hicieron hoy en #EntreAmigos por @Late931Oficial #Cuarentena #Coronavirus #PVI
https://t.co/iuLUUJ7rn5",2020-04-24 19:49:20,AR,Argentina,América,es
1253773059401699330,hblackington,Equinox is going to check my temp before letting me into the gym once they open up again. Is this the new normal??  https://t.co/FzMQfRZKHI,2020-04-24 19:49:25,US,Estados Unidos,América,en
1253773071141330944,reedNews3LV,"Thanks @scheana for the @BookCameo for my beautiful niece, unable to walk in graduation because of #CoronaVirus So good. Come back to Vegas soon. https://t.co/uFCA5xn8N3",2020-04-24 19:49:28,US,Estados Unidos,América,en
1253773087344144384,smoworks,"Our new billboard to thank all cleaning heroes! Thank you for all of your hard work, bravery and commitment to cleaning in these unprecedented times! 

SMO is thankful for their cleaning heroes and all frontline workers who served and are serving currently during COVID-19. https://t.co/7Ako9jmay8",2020-04-24 19:49:32,US,Estados Unidos,América,en
1253773088245919745,wonway,"Looking for a fun quarantine weekend? 
Look no further, I gotchu..
TONIGHT: @camposantosf presents a virtual watch party of our play ""Candlestick"" by Ben Fisher from 2019.
7pm pst
(link in bio)
THEN later this… https://t.co/wFWCGl2vlQ",2020-04-24 19:49:32,US,Estados Unidos,América,en
1253773129744297985,gardener_the,"He can read?

https://t.co/Zr3Kaq0jL6",2020-04-24 19:49:42,GB,Reino Unido,Europa,en
1253773147297378304,the_darce_side,Gearing up for my second period of the quarantine. Ready to eat some fucking souls.,2020-04-24 19:49:46,US,Estados Unidos,América,en
1253773176301109248,AtodoRitmoWeb,"Siete nuevos casos de coronavirus en Venezuela confirmó Jorge Rodríguez, con lo cual el número total asciende a 318.⠀
⠀
Indicó que cuatro corresponden al foco de la academia de béisbol en la población de Pedro… https://t.co/kixsYmUylT",2020-04-24 19:49:53,VE,Venezuela ,América,es
1253773213567528965,alaina_reedy,Quarantine has made me spend SO MUCH MONEY that I don’t have on skincare,2020-04-24 19:50:02,US,Estados Unidos,América,en
1253773230722121728,_kennito_,Esta cuarentena tiene a todos haciéndoles creer que son actores &amp; actrices porno y no.,2020-04-24 19:50:06,US,Estados Unidos,América,es
1253773238330589184,NaomiBata,"#Coffee for the win, again. ☕️ ☕️ ☕️ ☕️ #caffeine #caffeinefiend #QuarantineLife #FridayMotivation https://t.co/0U0JRUnhWG",2020-04-24 19:50:08,US,Estados Unidos,América,en
1253773272027717633,SamelaFire,"#quarantine #birthday 😷 #niver na #quarentena @ Miami, Florida https://t.co/aT1Oaz6u8l",2020-04-24 19:50:16,US,Estados Unidos,América,es
1253773273017565185,CanonFX,"More than 50,000 people in the United States have died from Covid-19. What do we do? Name a softball tournament after it. God Bless America. https://t.co/fD2RCxic8K",2020-04-24 19:50:16,US,Estados Unidos,América,en
1253773315677859842,_1kareem,"This Coronavirus shit got me acting unusual, I’m taking left turns in the right lane on red with no L’s",2020-04-24 19:50:27,US,Estados Unidos,América,en
1253773340168409091,JORDANARIASXGOD,Why Are Fashion Brands Still Sending Emails With Deals??? No One Is Buying Clothes Right Now!!! #Fashion #Style #Clothes #StayHome #StayAtHome #QuedateEnCasa #Quarantine #SocialDistancing #Shopping #COVID19 #CoronaVirus #FlattenTheCurve #WashYourHands ⚡#ARIAS🤘🏾,2020-04-24 19:50:32,US,Estados Unidos,América,en
1253773344463376386,Perreodelweno,"Mi madre hablando de la rapada: ""hombre, la vd esq muy guapo no te hace"". Entre esto y la yaya llamándome feo en el anterior ya podria haber elegido otra casa donde quedarme en cuarentena.",2020-04-24 19:50:33,ES,España,Europa,es
1253773365116051456,terramax,"Aprendiendo nuevas recetas en cuarentena: spaghetti a la bolognesa (siempre con la salsa encima) 🍝. @ Magdalena Del Mar, Lima, Peru https://t.co/ySrMgqHlKE",2020-04-24 19:50:38,PE,Perú,América,es
1253773389292077062,JessSaade,"Please, don’t take coronavirus OR ANY OTHER HEALTH-RELATED advice from a dude who full-on stared into the sun during an eclipse. Whatever’s left of his brain is literally fried.",2020-04-24 19:50:44,DK,Dinamarca,Europa,en
1253773398129467394,judh26,"As a twin this story is so sad.
@TwinsUKres

BBC News - Coronavirus: Twin sisters Katy and Emma Davis die with Covid-19
https://t.co/Xb7qrDa56f",2020-04-24 19:50:46,GB,Reino Unido,Europa,en
1253773409722368000,NancyHenley,Camp’s Annual Dinner had to be cancelled due to Covid 19 pandemic.   What didn’t cancel were our needs for the funds that are raised that evening.  A “dinner” letter has been sent!  Thank you for partnering with us in “Training Youth to Walk with Christ”. https://t.co/if0VDqrvwM https://t.co/lO67oJCIlw,2020-04-24 19:50:49,US,Estados Unidos,América,en
1253773469084344325,jefflocker,"OMG NO.

Even if Christina Cuomo DOES believe in this stuff, she needs to KEEP THIS TO HERSELF. This is going to get people very sick and possibly killed.

WTF?!

https://t.co/JimmQLTjLv",2020-04-24 19:51:03,US,Estados Unidos,América,en
1253773607437770754,DeplorableNYC50,Michael Avenatti released from jail after quarantine https://t.co/ly8yNbPVcN #FoxNews @RealRogerStone1 injustice.,2020-04-24 19:51:36,US,Estados Unidos,América,en
1253773620406616064,j0eon,"People are dying!!! 

Ain't nothing sarcastic about that! #Trump #Covid_19 #coronavirus #CoronaUpdate #COVID19

Does #America really want 4 more years of this insensitive human being!!! #election2020 

He hasn't cried!!! 1 time. 

But... He has laughed plenty. 

@NYGovCuomo #NYC https://t.co/peK8kWnlxE",2020-04-24 19:51:39,US,Estados Unidos,América,en
1253773629902356480,aandeezy,I just had a zoom meeting with half my class and I’m crying 😭 fucking covid,2020-04-24 19:51:42,US,Estados Unidos,América,en
1253773646323167233,MendigoStaff,🤩 Mantén tu negocio en pie 👊🏻 con la impresión de todas las medidas necesarias tomadas en contra del #covid19 mándanos un #dm y lo llevamos hasta tu #negocio #susanadistancia #coronavirus #instagram #Veracruz… https://t.co/Vi7pfQ05GX,2020-04-24 19:51:45,MX,México,América,es
1253773653520592898,RTVEMelilla,"Melilla ha registrado en las últimas horas 2 nuevos casos positivos de #COVIDー19 y 16 curados. Desde que comenzó la pandemia se han detectado 118 positivos, de los cuales 77 ya se han curado. https://t.co/f98sjTSrVh",2020-04-24 19:51:47,ES,España,Europa,es
1253773654271438851,CleaningDepot,"Hand Sanitizer has arrived!!  

Sales@cleaning-depot.ca

#COVID-19 #cleaners # sanitizers #disinfectants #readytouse #handsoaps #toiletpaper #papertowels 
#contactlessdelivery #contactlesspayment… https://t.co/gvI2mIDcJX",2020-04-24 19:51:47,CA,Canadá,América,en
1253775878280015872,DC420LA,Southern Alberta researchers say medical cannabis could help fight COVID-19 https://t.co/I0NYnWajMX,2020-04-24 20:00:38,US,Estados Unidos,América,en
1253775902779027456,LafondRebeca,"""New York State launches new confidential, text-based program to help Domestic Violence victims.""

https://t.co/FvP8eHC0zW",2020-04-24 20:00:43,US,Estados Unidos,América,en
1253775919396855809,EmilRuz,Donde más contagios ha de coronavirus ha sido en los lugares de mayor contaminación? Hablen claro,2020-04-24 20:00:47,ES,España,Europa,es
1253775932650905602,mitapincha,"@alferdez  
15 dias nas de Cuarentena
Gracias Precidente por cuidarnos.",2020-04-24 20:00:51,AR,Argentina,América,es
1253775934546681856,luciarodrigvez_,Al menos la cuarentena me descubrió una nueva afición 😂 https://t.co/mWE2NWkcg3,2020-04-24 20:00:51,ES,España,Europa,es
1253776019603050504,kevinrw536,"Revealed: Cummings is on secret scientific advisory group for Covid-19

https://t.co/oNa5nGsNf7",2020-04-24 20:01:11,GB,Reino Unido,Europa,en
1253776024224948224,MarkReyVa,Una copita para luchar contra el covid 19 https://t.co/nuMh4WLk9A,2020-04-24 20:01:12,PE,Perú,América,es
1253776027731456000,_AiyHdz,Mínimo los que viven con sus novios pues en esta cuarentena pues cogen :( jaja,2020-04-24 20:01:13,MX,México,América,es
1253776041006465024,newballsegura,"Yo no voy a defender a @ArielPalaciosC, pues no me interesa ni tampoco tengo razones para hacerlo. Pero sí les digo qué escándalos por corrupción ante la crisis del Covid-19 han habido de varios departamentos, con evidencias y todo, pero ni la @PGN_COL  ni los MC han dicho nada.",2020-04-24 20:01:16,CO,Colombia,América,es
1253776049353228289,pp0807,"@iBeautyxL Feliz Cumpleaños!!! Espero que te la pases muy chido a pesar de la cuarentena, te mando un abrazo y muchas felicidades!!",2020-04-24 20:01:18,MX,México,América,es
1253776050158317568,chaaconnn,Woke up again and still in quarantine.. https://t.co/5ruYEXOFqP,2020-04-24 20:01:19,US,Estados Unidos,América,en
1253776062946906119,JavieraKaboom,La cuarentena me vuelve antosocial,2020-04-24 20:01:22,CL,Chile,América,es
1253776066327576576,leotrevino2003,En esta cuarentena me di cuenta que mi mamá era la niña de los plumones,2020-04-24 20:01:22,MX,México,América,es
1253776073994706947,palmer_proper,Helping #ATL hospitals by donating my talents ❤️🙏🏻💪🏻 #FridayFeeling. Let me know if you’re interested! I can make more for my peeps for a small fee 😏😉. Not today #coronavirus https://t.co/ptoOJyzEEc,2020-04-24 20:01:24,US,Estados Unidos,América,en
1253776523745730570,JoMeynell,Beware of the second wave of COVID-19 https://t.co/TyDyaOMvbV,2020-04-24 20:03:11,GB,Reino Unido,Europa,en
1253776532402843648,LluisRibalta,"Bueno amigos!...Pues continuamos con la iniciativa de haceros bailar cada fin de semana de cuarentena y no perder la esencia de los Sábados y Domingos 😊....En esta ocasión, este Sábado 25 de Abril a las 17:00 h,… https://t.co/ERe28bgkhD",2020-04-24 20:03:14,AR,Argentina,América,es
1253776560634638337,Libnha,"#SanchezQueremosTest

Sanidad maquilla los datos para decir que hay más curados que contagiados por el coronavirus https://t.co/I41Ri8jCbx vía @ABC_Conocer",2020-04-24 20:03:20,ES,España,Europa,es
1253776560559185920,betancourtfit,"Hace ya casi 6 años me hice una promesa personal de no enviar ningún tipo de nudes, hasta ahora he venido muy fiel a mí palabra, pero... La cuarentena te hace repensar muchas cosas https://t.co/sQpltH91o8",2020-04-24 20:03:20,AR,Argentina,América,es
1253776620202029057,DrayInTheCity,"ATTENTION LAS VEGAS!!!!
To better serve the community during this coronavirus (COVID-19) outbreak, 
Dubin Wellness Center is offering COVID-19 drive-through testing at its office.

Testing will be available for… https://t.co/VwLycV1DlR",2020-04-24 20:03:34,US,Estados Unidos,América,en
1253776703740051469,Chazfirstclass,"Ever since this quarantine started, making my bed everyday was no longer optional. Just imagine every time you walk in your room you see a messy ass bed. Couldn’t be me.",2020-04-24 20:03:54,US,Estados Unidos,América,en
1253776761986461698,LizziePaton,"“Capitalist opportunities often emerge from times of trauma. This may be one of them. But that doesn’t make the origin story any less uncomfortable.” 
https://t.co/EQWkwoy1tD https://t.co/HkEOdlV4xw",2020-04-24 20:04:08,GB,Reino Unido,Europa,en
1253776796538920960,samigraening,I think coronavirus has made me realize I am not as much of a people person as I thought 😭😂 I dont feel like being around anyone,2020-04-24 20:04:16,US,Estados Unidos,América,en
1253776799311503361,acosta_adrian21,"Yo no sé de qué se quejan algunos de que ""me voy a volver loco en la cuarentena""  mmg si te la pasabas encerrado porque y que no tenías rial a quien le mientes ya tú estabas entrenando pa estos momentos! Este es tu mundial lúcete!",2020-04-24 20:04:17,ES,España,Europa,es
1253776808169762816,Tiasangria2,"I'm over quarantine. Can I please go back to work? If i die, I die. I'm okay with that. If your scared you stay home.....",2020-04-24 20:04:19,US,Estados Unidos,América,en
1253776808459350016,janet_beale,"So it was meant to be ‘herd immunity’ all along!
 
Revealed: Dominic Cummings on secret scientific advisory group for Covid-19 https://t.co/dTwHiYrk0c",2020-04-24 20:04:19,GB,Reino Unido,Europa,en
1253776829489577992,kiranjoyv,I’m an E.R. Doctor in #NewYork. None of Us Will Ever Be the Same. https://t.co/pXzeQbVLwh,2020-04-24 20:04:24,CA,Canadá,América,en
1253776846640087046,msmballen,"I’m not tired enough to take a nap, but I’m not awake enough to miss my nap. A true quarantine conundrum.",2020-04-24 20:04:28,US,Estados Unidos,América,en
1253776859420131329,TarjaFrance,@tarjaofficial Merci beaucoup Tarja for doing these lives on Instagram on Fridays!😊 Your live Instagram tonight was great!👏 What a voice! I think this quarantine is very for your improving skills in singing!💪You're more and more talented! It's amazing! Love you for 21 years!😘,2020-04-24 20:04:31,FR,Francia,Europa,en
1253776914122182656,luchomorales12,Soñé que encontraba la cura del coronavirus después de comerme un hongo alucinógeno jajajajajaja,2020-04-24 20:04:45,UY,Uruguay,América,es
1253776967758950400,nova2508,"Harry Jarrito queriendo romper la #cuarentena 

#harrystytter #Jarrito #gatos #guadalajara #luz #deesteladodelmundo en Guadalajara, Jalisco https://t.co/qyIzfoR9p8",2020-04-24 20:04:57,MX,México,América,es
1253776996791812096,acentodiario,Habilitan la Maternidad de Los Mina para atender embarazadas con coronavirus https://t.co/kud9nz68ex,2020-04-24 20:05:04,DO,República Dominicana,América,es
1253776997186252809,Ricardov69,#ricoalmuersito @Ricardov69 ft @Ricardov69 #deliciosa #chuletosky #ilovepanamá #cuarentena en Lotería Nacional de Beneficencia Panamá https://t.co/tk8hzzZLiP,2020-04-24 20:05:04,PA,Panamá,América,es
1253777000814141440,betomar19,"RECOMENDACIÓN ESPECIAL PARA DESINFECTAR CON CLORO Y AGUA EN ESTA EMERGENCIA POR EL CORONAVIRUS. en Sabanagrande, Atlantico https://t.co/5k7zYX7gB1",2020-04-24 20:05:05,CO,Colombia,América,es
1253777001321725954,aby_lita,"Recuerdo.... 🎶🎶📻

""como si no te conociera, el corazón se me acelera"" 🎶
#ringring 😜 #recuerdo
#tini 

#bronzer #friday #cuarentena...
#undiaalavez #me en Ecuador-Guayaquil https://t.co/W0wBNr1BMY",2020-04-24 20:05:05,EC,Ecuador,América,es
1253777038818922496,fouzi_s,Donald Trump is trying to keep himself safe from Coronavirus. https://t.co/x9AMufVLo7,2020-04-24 20:05:14,CA,Canadá,América,en
1253777064089530372,Alegalle9,Lo que se van a llenar guita después de la cuarentena son los que vendan baterías de celulares #YaNoDaMaaas,2020-04-24 20:05:20,FR,Francia,Europa,es
1253777080925458432,MoNtErOv,Cuarentena #jumprope sin oficio https://t.co/8FTGhNr9I3,2020-04-24 20:05:24,PA,Panamá,América,es
1253777126463070208,derbyser,Solo es la fase tres de COViD-19 jajaja @LadyShaniAAA @luchalibreaaa @mas_lucha @LuchaAztecaAAA @supernovaindy https://t.co/cqmMsSeBYp,2020-04-24 20:05:35,MX,México,América,es
1253777140442640387,Ellie_Givens,"#repost @letgolf 

A message from us to you. Our heroes.

We are extremely grateful to all the amazing men &amp; women on the front lines of the COVID response around the world who are bravely putting their lives on the… https://t.co/FkA3YmGJRv",2020-04-24 20:05:38,GB,Reino Unido,Europa,en
1253777161372274691,chuqersita,Contestar las dudas de mis estudiantes con sticker me salvó la cuarentena.,2020-04-24 20:05:43,AR,Argentina,América,es
1253777173204402178,deanna_slagle,#PresidentClorox will kill the #coronavirus one cup at a time,2020-04-24 20:05:46,US,Estados Unidos,América,en
1253777194184331264,OGHYPHY_,Do niggas play gta anymore . Quarantine got me tyeed if playing the same couple of games,2020-04-24 20:05:51,US,Estados Unidos,América,en
1253777198185623559,CaroleN83757785,"@SamHeughan is such a ""honey""!
Coronavirus Scotland: Outlander’s Sam Heughan launches free live yoga session for fans amid Covid-19 lockdown – The Scottish Sun https://t.co/J8OGNL4h3d",2020-04-24 20:05:52,US,Estados Unidos,América,en
1253777202166091776,iammix24,ICELAND: Country reports no new coronavirus cases for the first time since outbreak began,2020-04-24 20:05:53,US,Estados Unidos,América,en
1253777211594870784,BrentDodge,"I'd rather be in quarantine out at sea...
.
.
.
.
. 
#disneycruise #disneyfantasy #disneycruiseline #dcl #cruise
#Disney #disneynerd #disneyfreak #disneyfan #disneyaddict #disneyphotography #disneyigers #disneygram… https://t.co/AfCTSaFkaz",2020-04-24 20:05:55,BS,Bahamas,América,en
1253777258092904458,iammix24,"TURKEY: For the first time, on a daily basis, number of people recovering from coronavirus now exceeds number of new cases.",2020-04-24 20:06:07,US,Estados Unidos,América,en
1253777287360593921,lauraaa_cruz,"Please, pretty please. All you dumb fuck Trump supporters who think injecting yourselves with disinfectants to kill the coronavirus, just do it. Please. Stop protesting. Stop being idiotic. Listen to everything your dumbfuck president has to say.",2020-04-24 20:06:14,US,Estados Unidos,América,en
1253777387881463812,Ralfherdez,"Pregunta, un familiar está a la espera del resultado del coronavirus, se ha mandado Miles de correo solicitando el resultado como nos dicen, ¿cuánto tiempo más se debe esperar? Ya llevamos 25 días @MinSaludCol",2020-04-24 20:06:37,CO,Colombia,América,es
1253777412954914817,BobTheriot,"🔥”So What’s Our New Normal Going To Look Like?” Listen to Episode #36 of “The Local Marketing Podcast” here https://t.co/XWRG0WlcH7

#podcast #newepisode #marketing #newnormal #Covid_19 #coronavirus",2020-04-24 20:06:43,US,Estados Unidos,América,en
1253777517711769601,ItzMrBlunt2Yall,"Women need food, weed, water and attention. Women who don’t have dick during this quarantine showing their ass, lack of attention, and some are cracking.",2020-04-24 20:07:08,US,Estados Unidos,América,en
1253777535051214848,achaido,"”Deborah Leah Birx is an American physician and diplomat who specializes in HIV/AIDS immunology, vaccine research, and global health. As of March 2020, Birx serves as the Coronavirus Response Coordinator for the Trump Administration” -Wikipedia 

https://t.co/gi7O0Fa0cm",2020-04-24 20:07:13,SE,Suecia,Europa,en
1253777933317009409,Traesta50,"@GovHerbert

$800,000 for a drug that is not a cure.

Money better spent on TESTING.

Leadership fails Utah.

 FDA warns against malaria drugs' use for coronavirus outside of hospitals https://t.co/FGagr687II via @nypost",2020-04-24 20:08:48,US,Estados Unidos,América,en
1253777940137086981,1Eme_,El finde en cuarentena https://t.co/nbuF5pCgYD,2020-04-24 20:08:49,ES,España,Europa,es
1253777962228502528,biofilmMan,Before and after injection #Trump #TrumpVirus #TrumpCoronaDisaster #covid #InjectionOfDisinfectant #DumbTrump https://t.co/xQoJbUtWec,2020-04-24 20:08:54,DE,Alemania,Europa,en
1253777964396883968,Ink_KingMCR,"Working...... Using this quarantine wisely, there will be be a few drops in the next few weeks, It will be worth the wait.. 🔜⏰ https://t.co/hVbcyaW4YM",2020-04-24 20:08:55,GB,Reino Unido,Europa,en
1253777982122086401,sclavijovisas,"AYUDA PARA PACIENTES  CON COVID-19 QUE NO TIENEN SEGURO MÉDICO EN EEUU.  Sin importar estatus migratorio, doctores  sólo deberán enviar la factura al Gobierno Federal y recibir un reembolso. #visas #IllegalAliens #immigration #ImmigrationLawyer  https://t.co/BYGcX6iuGo https://t.co/3vP8PxBuNY",2020-04-24 20:08:59,US,Estados Unidos,América,es
1253778021926014984,mvmacita___,Quarantine has me wanting to finish my side 💉😂,2020-04-24 20:09:09,US,Estados Unidos,América,en
1253778028968185857,janet_beale,"So do we have to thank Mr Cummings for unnecessary deaths and an extended containment for?????

UK PM Johnson's aide Cummings attended coronavirus experts' meeting, Guardian reports | Article [AMP] | Reuters https://t.co/yz7OYGQriw",2020-04-24 20:09:10,GB,Reino Unido,Europa,en
1253778037562314753,GlitchCoffee,¿Alguien estará ansiosx por verme después de la cuarentena? Pregunta seria.,2020-04-24 20:09:12,AR,Argentina,América,es
1253778073989898241,BrianWAVE3TV,"#BREAKING: Trifesta music festivals of Hometown Rising, Louder Than Life and Bourbon &amp; Beyond officially canceled due to coronavirus concerns. #Louisville #Kentucky #musicfestival https://t.co/dNELXvyZEe",2020-04-24 20:09:21,US,Estados Unidos,América,en
1253778087097106432,turismoveracruz,"Creo que me hace falta salir de #excursión para ir a #caminar en algún #PuebloMagico de #México 😅, pero claro, ya que la #cuarentena pase 😉

#humor #quedateencasa #SanaDistancia🙌🏻 en Turismo Veracruz Aventura Extrema https://t.co/mnMlpnNo8u",2020-04-24 20:09:24,MX,México,América,es
1253778105094868998,glendalecmbg,"CONNECTING IN CORYDON

Pastor Barry and Pastor David interview fellow Glendale Swordsmen Network member @LonnieMattingly, pastor of North Harrison Baptist Church in IN, a/b connecting with the congregation, discipleship lessons for ministry, covid, etc.:

https://t.co/iwCB1ZgcqX",2020-04-24 20:09:28,US,Estados Unidos,América,en
1253778137198080000,acecwylie,"Get the latest info on #COVID19 pertaining to the business of consulting engineering here
https://t.co/yeBjSYhJkm https://t.co/STr6iGSFq0",2020-04-24 20:09:36,US,Estados Unidos,América,en
1253778170869940225,Nguante,"La paciencia es una virtud ya que la desesperación es parte del fracaso. Guanturista no te desesperes
 #cuarentena #Covid19 #Quedateentucasa #Quedateencasa #Guanturistas #Guantetours todo pasa y aquí estaremos #RD… https://t.co/r36eUUJCLl",2020-04-24 20:09:44,DO,República Dominicana,América,es
1253778280085368834,Mustang07,So with quarantine I have had the other parent home. And the fact that the good cop/ bad cop dynamic is so prevalent now even when he tells our son no our son turns to me that I am the reason.,2020-04-24 20:10:10,US,Estados Unidos,América,en
1253778293893017600,liitnikki,Does every state have people protesting this quarantine stuff or is it just crazy fucks here in Wisconsin?,2020-04-24 20:10:13,US,Estados Unidos,América,en
1253778318987575296,NoelJody,I’m concerned that US hospitals will be overwhelmed with people needing their stomachs pumped after ingesting Trumped up Covid cures,2020-04-24 20:10:19,CA,Canadá,América,en
1253778322041044993,Carlossassarini,"Paraguay prorroga otra semana la ""cuarentena total"" mientras prepara la salida ""inteligente""  https://t.co/6TNMn0Kkcn https://t.co/edyg4KnCYZ",2020-04-24 20:10:20,CL,Chile,América,es
1253778335101906944,TheArcNJFI,COVID-19 Family Support Kit .. Great resource thanks @NJDCF https://t.co/NgDiPeEv9v,2020-04-24 20:10:23,US,Estados Unidos,América,en
